title,runtime,budget,Year,is_Nominated,Won,Animation,Comedy,Family,Adventure,Fantasy,Drama,Romance,Action,Crime,Thriller,History,Science,Fiction,Mystery,Horror,War,Foreign,Western,Documentary,Music,Biography,Sci-Fi,Film-Noir,Musical,Sport,month,Runtime,country,Metascore,imdbRating
Vincent,6,60000,1982,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 Oct 1982,6 min,USA,N/A,8.3
The Chant of Jimmie Blacksmith,113,1380000,1978,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22 Jun 1978,108 min,Australia,N/A,7.3
Wilson,154,2995000,1944,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24 Mar 2017,94 min,USA,49,5.8
The Hitchhiker's Guide to the Galaxy,109,50000000,2005,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,29 Apr 2005,109 min,"UK, USA",63,6.8
The Amityville Horror,90,19000000,2005,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15 Apr 2005,90 min,USA,33,6.0
Cry of the Banshee,91,500000,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22 Jul 1970,91 min,UK,N/A,5.6
Before the Fall,117,4500000,2004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13 Jan 2005,110 min,Germany,65,7.4
The Frisco Kid,114,9200000,1979,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13 Jul 1979,119 min,USA,38,6.4
A Lot Like Love,107,30000000,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22 Apr 2005,107 min,USA,48,6.6
xXx: State of the Union,101,60000000,2005,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29 Apr 2005,101 min,USA,37,4.4
Kingdom of Heaven,144,130000000,2005,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,06 May 2005,144 min,"UK, Germany, Spain, Morocco, USA, Italy, France",63,7.2
San Francisco,115,1300000,1936,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26 Jun 1936,115 min,USA,N/A,7.2
Satantango,450,1500000,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28 Apr 1994,439 min,"Hungary, Germany, Switzerland",N/A,8.5
Edges of the Lord,95,7500000,2001,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 Oct 2001,95 min,"USA, Poland",N/A,6.8
The Keys of the Kingdom,137,3000000,1944,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15 Dec 1944,137 min,USA,N/A,7.2
Unleashed,103,45000000,2005,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13 May 2005,103 min,"France, USA, UK",58,7.0
Samaritan Girl,95,1000000,2004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05 Mar 2004,95 min,South Korea,N/A,7.1
Star Wars: Episode III - Revenge of the Sith,140,113000000,2005,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19 May 2005,140 min,USA,68,7.5
Kicking & Screaming,95,45000000,2005,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13 May 2005,95 min,USA,45,5.6
Monster-in-Law,101,43000000,2005,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13 May 2005,101 min,"USA, Germany",31,5.6
9 Songs,66,1000000,2004,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11 Mar 2005,71 min,UK,43,4.8
Madagascar,86,75000000,2005,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27 May 2005,86 min,USA,57,6.9
Airborne,91,2600000,1993,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 Sep 1993,91 min,USA,N/A,6.3
Most Wanted,99,25000000,1997,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 Oct 1997,99 min,USA,N/A,5.6
Cinderella Man,144,88000000,2005,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 Jun 2005,144 min,USA,69,8.0
The Sisterhood of the Traveling Pants,119,25000000,2005,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 Jun 2005,119 min,USA,66,6.5
Lords of Dogtown,107,25000000,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 Jun 2005,107 min,"USA, Germany",56,7.1
Mr. & Mrs. Smith,120,110000000,2005,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 Jun 2005,120 min,USA,55,6.5
The Adventures of Sharkboy and Lavagirl,92,50000000,2005,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10 Jun 2005,93 min,USA,38,3.5
The Honeymooners,90,27000000,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 Jun 2005,90 min,"Germany, USA",31,3.3
Parineeta,131,6250000,2005,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,06 Sep 2019,115 min,India,N/A,7.3
It's All Gone Pete Tong,90,2000000,2004,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27 May 2005,90 min,"UK, Canada",56,7.3
Godzilla vs. Biollante,105,5000000,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,16 Dec 1989,104 min,Japan,N/A,6.6
Quo Vadis,171,8250000,1951,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25 Dec 1951,171 min,USA,N/A,7.2
Batman Begins,140,150000000,2005,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15 Jun 2005,140 min,"USA, UK",70,8.2
Godzilla: Final Wars,125,19500000,2004,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,04 Dec 2004,125 min,"Japan, Australia, China",N/A,6.4
Herbie Fully Loaded,101,50000000,2005,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22 Jun 2005,101 min,USA,47,4.8
Land of the Dead,93,15000000,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24 Jun 2005,93 min,"France, Canada, USA",71,6.2
Bewitched,102,85000000,2005,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24 Jun 2005,102 min,USA,34,4.8
Danger: Diabolik,100,400000,1968,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 May 1968,105 min,"Italy, France",N/A,6.5
Somebody Up There Likes Me,113,1920000,1956,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 Dec 1956,113 min,USA,N/A,7.5
An Unmarried Woman,124,2515000,1978,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26 May 1978,124 min,USA,N/A,7.1
Retrograde,93,2000000,2004,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14 Jan 2005,93 min,"Luxembourg, Italy, UK, USA",N/A,3.2
Modigliani,128,12000000,2004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29 Sep 2004,128 min,"UK, Germany, Romania, France, Italy",25,7.4
The I Inside,90,8800000,2004,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,21 May 2004,90 min,"UK, USA",N/A,6.1
War of the Worlds,116,132000000,2005,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,29 Jun 2005,116 min,USA,73,6.5
Godzilla vs. Hedorah,87,250000,1971,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,01 Feb 1972,85 min,Japan,N/A,6.1
March of the Penguins,80,8000000,2005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22 Jul 2005,80 min,France,79,7.5
Rebound,103,45000000,2005,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 Jul 2005,86 min,USA,36,5.2
Dark Water,105,30000000,2005,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,08 Jul 2005,105 min,USA,52,5.6
Fantastic Four,106,100000000,2005,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,08 Jul 2005,106 min,"USA, Germany",40,5.7
Murderball,88,300000,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,05 Aug 2005,88 min,USA,87,7.7
Wedding Crashers,119,40000000,2005,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15 Jul 2005,119 min,USA,64,6.9
The Hindenburg,125,15000000,1975,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25 Dec 1975,125 min,USA,N/A,6.3
Russian Dolls,129,13000000,2005,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15 Jun 2005,125 min,"France, UK",67,7.0
The Big Sky,140,140,1952,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27 Nov 1952,140 min,USA,N/A,7.0
Fighter In The Wind,120,6000000,2004,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 Aug 2004,120 min,South Korea,N/A,7.0
Hustle & Flow,116,8000000,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14 Jan 2006,60 min,UK,N/A,8.1
Hardware,93,1500000,1990,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,14 Sep 1990,94 min,"UK, USA",N/A,6.0
The Island,136,126000000,2005,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22 Jul 2005,136 min,USA,50,6.8
Bad News Bears,113,30000000,2005,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22 Jul 2005,113 min,USA,65,5.8
Sky High,100,35000000,2005,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29 Jul 2005,100 min,USA,62,6.2
Stealth,121,135000000,2005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29 Jul 2005,121 min,USA,35,5.1
Must Love Dogs,98,30000000,2005,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29 Jul 2005,98 min,USA,46,5.9
Dust Devil,103,8000000,1992,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,16 Apr 1993,87 min,"South Africa, UK",N/A,6.2
Serenity,119,39000000,2005,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,30 Sep 2005,119 min,USA,74,7.8
Broken Flowers,105,10000000,2005,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26 Aug 2005,106 min,"France, USA",79,7.2
Baby Face,71,187000,1933,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 Nov 1933,71 min,USA,N/A,7.6
The Heart is Deceitful Above All Things,98,74050,2004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 Jan 2005,97 min,"USA, UK, France, Japan",27,6.5
Whispering Corridors,105,600000,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30 May 1998,105 min,South Korea,N/A,6.1
Man-Thing,97,7500000,2005,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,21 Apr 2005,97 min,"USA, Germany, Australia",N/A,4.0
The Dukes of Hazzard,104,50000000,2005,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05 Aug 2005,104 min,USA,33,5.1
Deuce Bigalow: European Gigolo,83,22000000,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 Aug 2005,83 min,USA,23,4.7
The Skeleton Key,104,43000000,2005,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12 Aug 2005,104 min,"USA, Germany",47,6.5
Four Brothers,109,45000000,2005,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 Jul 2005,109 min,USA,49,6.8
The Great Raid,132,80000000,2005,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12 Aug 2005,132 min,"USA, Australia",48,6.7
Acacia,102,2000000,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17 Oct 2003,103 min,South Korea,N/A,5.7
Duma,100,12000000,2005,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27 May 2005,100 min,USA,82,7.2
The 40 Year Old Virgin,116,26000000,2005,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 Aug 2005,116 min,USA,73,7.1
Contraband,92,4490331,1940,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13 Jan 2012,109 min,"USA, UK, France",51,6.5
Red Eye,85,26000000,2005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19 Aug 2005,85 min,USA,71,6.4
Dilwale Dulhania Le Jayenge,190,13200000,1995,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20 Oct 1995,181 min,India,N/A,8.1
Valiant,76,35000000,2005,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 Aug 2005,76 min,"UK, USA",45,5.5
The Brothers Grimm,118,88000000,2005,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26 Aug 2005,118 min,"USA, Czech Republic, UK",51,5.9
The Holy Girl,106,1400000,2004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,06 May 2004,106 min,"Argentina, Italy, Netherlands, Spain",75,6.8
The Cave,97,30000000,2005,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26 Aug 2005,97 min,"USA, Germany, Romania",30,5.1
Undiscovered,97,9000000,2005,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26 Aug 2005,97 min,"Germany, USA",29,4.3
The Constant Gardener,129,25000000,2005,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31 Aug 2005,129 min,"UK, Germany, Kenya, France, USA, China",82,7.4
Transporter 2,87,32000000,2005,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02 Sep 2005,87 min,"France, USA, Germany",56,6.3
Just Like Heaven,95,58000000,2005,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16 Sep 2005,95 min,USA,47,6.7
Proof,100,20000000,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,07 Oct 2005,100 min,USA,64,6.7
Lord of War,122,42000000,2005,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16 Sep 2005,122 min,"USA, Germany, France",62,7.6
Cry_Wolf,90,1000000,2005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16 Sep 2005,90 min,USA,39,5.8
Everything is Illuminated,106,7000000,2005,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14 Oct 2005,106 min,USA,58,7.4
200 Motels,98,679000,1971,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,20 Nov 1971,98 min,USA,N/A,5.9
Doom,105,60000000,2005,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21 Oct 2005,105 min,"UK, Czech Republic, Germany, USA",34,5.2
Domino,127,50000000,2005,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14 Oct 2005,127 min,"France, USA, UK",36,5.9
Waiting...,94,3000000,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07 Oct 2005,94 min,USA,30,6.8
Æon Flux,93,62000000,2005,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,02 Dec 2005,93 min,"USA, Germany, Brazil, Italy",36,5.5
An Unfinished Life,108,30000000,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16 Sep 2005,108 min,"Germany, USA",49,7.0
Zozo,105,5600000,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02 Sep 2005,105 min,"Sweden, Czech Republic, UK, Denmark, Netherlands",N/A,6.6
The Exorcism of Emily Rose,122,19000000,2005,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,09 Sep 2005,119 min,USA,46,6.7
Flightplan,98,55000000,2005,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23 Sep 2005,98 min,USA,53,6.3
Corpse Bride,77,40000000,2005,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23 Sep 2005,77 min,"USA, UK",83,7.3
A History of Violence,96,32000000,2005,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 Sep 2005,96 min,"USA, Germany, Canada",81,7.4
Oliver Twist,130,50000000,2005,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 Sep 2005,130 min,"France, UK, Czech Republic",65,6.8
The Greatest Game Ever Played,120,25000000,2005,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 Sep 2005,120 min,"USA, Canada",55,7.4
Capote,114,7000000,2005,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 Feb 2006,114 min,"USA, Canada",88,7.3
The Anderson Tapes,99,3000000,1971,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02 Sep 1971,99 min,USA,N/A,6.4
Daltry Calhoun,100,3000000,2005,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20 Sep 2005,100 min,USA,30,5.1
Into the Blue,110,50000000,2005,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 Sep 2005,110 min,USA,45,5.9
Mirrormask,101,4000000,2005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 Mar 2006,101 min,"UK, USA",55,6.8
The Curse of the Were-Rabbit,85,30000000,2005,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07 Oct 2005,85 min,"UK, USA",87,7.4
Kiss Kiss Bang Bang,103,15000000,2005,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18 Nov 2005,103 min,USA,72,7.5
Bubble,73,1600000,2005,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27 Jan 2006,73 min,USA,63,6.6
Forty Shades of Blue,108,1500000,2005,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07 Dec 2005,108 min,USA,74,6.2
Angels in America,352,60000000,2003,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07 Dec 2003,352 min,"USA, Italy",N/A,8.2
Speak,89,1000000,2004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20 Jan 2004,89 min,USA,N/A,7.3
The Wraith,93,2700000,1986,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,21 Nov 1986,93 min,"USA, Canada",39,6.0
Don't Come Knocking,123,11000000,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25 Aug 2005,122 min,"UK, France, Germany, USA",55,6.6
Mother of Mine,111,3500000,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 Sep 2005,111 min,"Finland, Sweden",N/A,7.6
The Ketchup Effect,90,2,2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 Jan 2004,90 min,"Sweden, Denmark, Finland",N/A,5.2
55 Days at Peking,154,17000000,1963,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 May 1963,154 min,USA,N/A,6.7
The Squid and the Whale,81,1500000,2005,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16 Dec 2005,81 min,USA,82,7.3
Two for the Money,122,35000000,2005,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07 Oct 2005,122 min,USA,50,6.3
Star Wreck: In the Pirkinning,103,16398,2005,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,01 Oct 2005,103 min,Finland,N/A,6.6
Brokeback Mountain,134,14000000,2005,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13 Jan 2006,134 min,"USA, Canada",87,7.7
Elizabethtown,123,57000000,2005,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14 Oct 2005,123 min,USA,45,6.4
North Country,126,35000000,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21 Oct 2005,126 min,USA,68,7.3
"Good Night, and Good Luck.",93,7000000,2005,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04 Nov 2005,93 min,"USA, France, UK, Japan",80,7.4
Shopgirl,104,10284523,2005,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04 Nov 2005,106 min,USA,62,6.3
Where the Truth Lies,107,25000000,2005,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,07 Oct 2005,107 min,"Canada, UK",47,6.5
Stay,99,50000000,2005,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21 Oct 2005,99 min,USA,41,6.8
The Legend of Zorro,129,75000000,2005,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28 Oct 2005,129 min,"USA, Mexico",47,6.0
The Weather Man,101,20000000,2005,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28 Oct 2005,102 min,"USA, Germany",61,6.5
Saw II,92,4000000,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28 Oct 2005,93 min,"USA, Canada",40,6.6
American Pie Presents: Band Camp,94,10000000,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26 Dec 2005,87 min,USA,N/A,5.1
Champion,99,600,1949,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20 May 1949,99 min,USA,N/A,7.4
Life Is a Miracle,155,8000000,2004,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14 May 2004,155 min,"Serbia, France, Italy",N/A,7.6
Tarzan and His Mate,100,95,1934,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20 Apr 1934,104 min,USA,N/A,7.3
Empire of the Wolves,128,24000000,2005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20 Apr 2005,128 min,France,N/A,5.9
Manderlay,139,14200000,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 Jun 2005,139 min,"Denmark, Sweden, Netherlands, France, Germany, UK, Italy, USA",46,7.3
