title,budget,Year,is_Nominated,Won,Animation,Comedy,Family,Adventure,Fantasy,Drama,Romance,Action,Crime,Thriller,History,Science,Fiction,Mystery,Horror,War,Foreign,Western,Documentary,Music,Biography,Sci-Fi,Film-Noir,Musical,Sport,month,Runtime,country,Metascore,imdbRating
We Don't Live Here Anymore,3000000,2004,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 Sep 2004,101 min,"USA, Canada",66.0,6.3
Without a Paddle,19000000,2004,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20 Aug 2004,95 min,"USA, New Zealand",29.0,5.9
Exorcist: The Beginning,80000000,2004,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,20 Aug 2004,114 min,USA,30.0,5.2
Anacondas: The Hunt for the Blood Orchid,20000000,2004,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,27 Aug 2004,97 min,USA,40.0,4.7
Suspect Zero,27000000,2004,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27 Aug 2004,99 min,"UK, Germany, USA",37.0,5.8
Vanity Fair,23000000,2004,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 Sep 2004,141 min,"USA, UK, India",53.0,6.2
The Cookout,16000000,2004,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 Sep 2004,97 min,USA,15.0,3.7
Paparazzi,20000000,2004,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 Sep 2004,84 min,USA,38.0,5.8
Wicker Park,30000000,2004,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,03 Sep 2004,114 min,USA,40.0,7.0
Triggermen,500000,2002,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16 May 2003,96 min,"Germany, Canada, USA",,5.9
Night of the Demons,1200000,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14 Oct 1988,90 min,USA,,6.2
Cellular,25000000,2004,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 Sep 2004,94 min,"USA, Germany",60.0,6.5
Resident Evil: Apocalypse,45000000,2004,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,10 Sep 2004,94 min,"Germany, France, UK, Canada, USA",35.0,6.2
Mr. 3000,30000000,2004,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 Sep 2004,104 min,USA,57.0,5.5
Sky Captain and the World of Tomorrow,70000000,2004,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,17 Sep 2004,106 min,"USA, UK, Italy",64.0,6.0
Wimbledon,31000000,2004,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 Sep 2004,98 min,"UK, France, USA",59.0,6.3
First Daughter,30000000,2004,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24 Sep 2004,106 min,USA,31.0,5.1
The Forgotten,42000000,2004,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,24 Sep 2004,91 min,USA,43.0,5.8
A Dirty Shame,15000000,2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24 Sep 2004,89 min,USA,56.0,5.1
Shaun of the Dead,4000000,2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24 Sep 2004,99 min,"UK, France",76.0,7.9
Alexander's Ragtime Band,2000000,1938,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16 Aug 1938,106 min,USA,,6.9
Basket Case 2,2500000,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,05 Oct 1990,90 min,USA,,5.4
Robinson Crusoe,350000,1954,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 Jun 1997,105 min,USA,,6.0
1492: Conquest of Paradise,47000000,1992,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09 Oct 1992,154 min,"UK, France, Spain",47.0,6.5
Cannibal Holocaust,100000,1980,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,07 Feb 1980,95 min,Italy,22.0,5.9
Shark Tale,75000000,2004,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 Oct 2004,90 min,USA,48.0,6.0
Ladder 49,60000000,2004,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 Oct 2004,115 min,USA,47.0,6.5
I Heart Huckabees,22000000,2004,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22 Oct 2004,107 min,"UK, Germany, USA",55.0,6.6
Raise Your Voice,15000000,2004,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,08 Oct 2004,103 min,USA,33.0,5.9
Taxi,25000000,2004,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20 Nov 1998,86 min,France,,7.0
Primer,7000,2004,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,27 May 2005,77 min,USA,68.0,6.9
Shall We Dance?,50000000,2004,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 Jul 1997,136 min,Japan,68.0,7.7
Team America: World Police,32000000,2004,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15 Oct 2004,98 min,"USA, Germany",64.0,7.2
I Wanna Hold Your Hand,2700000,1978,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,104 min,USA,,6.8
Cannonball,780000,1976,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06 Oct 1958,30 min,"UK, Canada, USA",,8.5
The Fearless Vampire Killers,2000000,1967,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17 Nov 1967,91 min,"UK, USA",56.0,7.2
Friday Night Lights,30000000,2004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08 Oct 2004,118 min,"Germany, USA",70.0,7.2
Tarnation,218,2003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10 Nov 2004,88 min,USA,87.0,7.1
Riding the Bullet,5000000,2004,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,03 Feb 2005,98 min,"USA, Germany, Canada",37.0,5.2
Surviving Christmas,45000000,2004,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22 Oct 2004,91 min,USA,19.0,5.4
The Grudge,10000000,2004,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,22 Oct 2004,91 min,"USA, Japan",49.0,5.9
Alfie,60000000,2004,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05 Nov 2004,103 min,"UK, USA",49.0,6.2
Sideways,16000000,2004,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21 Jan 2005,127 min,"USA, Hungary",94.0,7.5
The Machinist,5000000,2004,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 Dec 2004,101 min,"Spain, France, UK, USA",61.0,7.7
Vera Drake,11000000,2004,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04 Feb 2005,125 min,"UK, France",83.0,7.6
Saw,1200000,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,29 Oct 2004,103 min,USA,46.0,7.6
Ray,40000000,2004,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29 Oct 2004,152 min,USA,73.0,7.7
Birth,20000000,2004,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29 Oct 2004,100 min,"UK, France, Germany, USA",50.0,6.1
The Incredibles,92000000,2004,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05 Nov 2004,115 min,USA,90.0,8.0
The Polar Express,165000000,2004,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 Nov 2004,100 min,USA,61.0,6.6
Seed of Chucky,12000000,2004,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12 Nov 2004,87 min,"USA, UK, Romania",46.0,4.8
After the Sunset,60000000,2004,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 Nov 2004,97 min,USA,38.0,6.3
Bridget Jones: The Edge of Reason,50000000,2004,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 Nov 2004,108 min,"UK, France, Germany, Ireland, USA",44.0,6.0
Finding Neverland,25000000,2004,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17 Dec 2004,106 min,"USA, UK",67.0,7.7
Veer-Zaara,7000000,2004,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 Nov 2004,192 min,India,67.0,7.8
National Treasure,100000000,2004,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19 Nov 2004,131 min,USA,39.0,6.8
Bad Education,5000000,2004,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11 Feb 2005,106 min,Spain,81.0,7.4
The SpongeBob SquarePants Movie,30000000,2004,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 Nov 2004,87 min,USA,66.0,7.1
Alexander,155000000,2004,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24 Nov 2004,175 min,"USA, UK, Germany, Netherlands, France, Italy, Morocco, Thailand",39.0,5.6
Christmas with the Kranks,60000000,2004,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24 Nov 2004,99 min,USA,22.0,5.4
Closer,27000000,2004,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 Dec 2004,104 min,"USA, UK",65.0,7.2
Ocean's Twelve,110000000,2004,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 Dec 2004,125 min,USA,58.0,6.5
Blade: Trinity,65000000,2004,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,08 Dec 2004,113 min,USA,38.0,5.9
The Bellboy,900000,1960,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21 Jul 1960,72 min,USA,,6.5
Cinderfella,3000000,1960,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18 Dec 1960,91 min,USA,,6.0
Stateside,16000000,2004,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27 Feb 2004,97 min,"Germany, USA",35.0,6.0
Fire in the Sky,19885552,1993,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12 Mar 1993,109 min,USA,42.0,6.6
The Garden of Allah,2200000,1936,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19 Nov 1936,79 min,USA,,6.0
Ruby Gentry,525000,1952,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20 Aug 1953,82 min,USA,,6.7
The Unknown,217000,1927,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,04 Jun 1927,63 min,USA,,7.8
She Done Him Wrong,200000,1933,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09 Feb 1933,66 min,USA,,6.3
The Informer,243000,1935,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 Aug 2019,113 min,UK,61.0,6.5
Mark of the Vampire,305177,1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,26 Apr 1935,60 min,USA,,6.3
Captains Courageous,1645000,1937,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25 Jun 1937,117 min,USA,,8.0
Dead End,300000,1937,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26 Sep 2003,85 min,France,,6.6
Topper,500000,1937,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16 Jul 1937,97 min,USA,,7.3
Boom Town,2000000,1940,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 Aug 1940,119 min,USA,,7.1
A Guy Named Joe,2627000,1944,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,01 Mar 1944,120 min,USA,,7.0
3 Godfathers,1243000,1948,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13 Jan 1949,106 min,USA,,7.1
Fort Apache,2500000,1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14 Jun 1948,128 min,USA,,7.5
The Lady from Shanghai,2300000,1947,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14 Apr 1948,87 min,USA,,7.6
Louisiana Story,258,1948,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28 Oct 1948,78 min,USA,,6.7
The Pirate,3700000,1948,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11 Jun 1948,102 min,USA,,7.0
In the Good Old Summertime,3400000,1949,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29 Jul 1949,102 min,USA,,7.2
The Story of Seabiscuit,700000,1949,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 Nov 1949,98 min,USA,,6.2
Annie Get Your Gun,3768785,1950,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,17 May 1950,107 min,USA,77.0,6.9
A Star Is Born,5019770,1954,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,05 Oct 2018,136 min,USA,88.0,7.7
The Undead,70000,1957,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15 Mar 1957,71 min,USA,,4.3
Corridors of Blood,146000,1958,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,04 Oct 1962,86 min,"UK, USA",,6.5
The Vikings,5000000,1958,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28 Jun 1958,116 min,USA,,7.1
The Nun's Story,3500000,1959,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18 Jul 1959,149 min,USA,,7.6
David and Lisa,185000,1962,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09 Sep 1963,95 min,USA,,7.2
Eegah,15000,1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,01 Apr 1965,90 min,USA,,2.2
Robinson Crusoe on Mars,1200000,1964,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,01 Jun 1964,110 min,USA,,6.5
Spider Baby,65000,1967,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22 Jun 2016,,USA,,
What a Way to Go!,20000000,1964,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26 Jun 1964,111 min,USA,,7.0
The Battle of Algiers,800000,1966,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20 Sep 1967,121 min,"Algeria, Italy",96.0,8.1
Dracula: Prince of Darkness,280379,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12 Jan 1966,90 min,UK,,6.8
Major Dundee,3800000,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,15 Mar 1965,123 min,USA,62.0,6.7
Operation Crossbow,115,1965,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,01 Apr 1965,115 min,UK,,6.6
The Train,5800000,1964,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,07 Mar 1965,133 min,"France, Italy, USA",,7.8
Manos: The Hands of Fate,19000,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15 Nov 1966,70 min,USA,,1.9
The Bride Wore Black,747000,1968,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25 Jun 1968,107 min,"France, Italy",,7.3
Point Blank,2500000,1967,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31 Aug 1967,92 min,USA,,7.3
The Shooting,75000,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12 Jun 1968,82 min,USA,,6.6
The St. Valentine's Day Massacre,2175000,1967,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 Jun 1967,100 min,USA,,6.7
Sympathy for the Devil,500000,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,22 Apr 1969,100 min,UK,,6.3
"Goodbye, Mr. Chips",9000000,1969,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28 Jul 1939,114 min,UK,,7.9
House of Dark Shadows,750000,1970,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,06 Mar 1971,97 min,USA,,6.4
Zabriskie Point,7000000,1970,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01 Mar 1970,113 min,USA,,7.0
Duel,450000,1972,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13 Nov 1971,90 min,USA,,7.6
The Go-Between,100000,1971,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29 Jul 1971,116 min,UK,,7.3
Let's Scare Jessica to Death,180000,1971,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,27 Aug 1971,89 min,USA,,6.4
Scars of Dracula,478375,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23 Dec 1970,95 min,UK,,6.2
Sweet Sweetback's Baadasssss Song,150000,1971,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22 Mar 1973,97 min,USA,71.0,5.5
El Topo,400000,1970,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15 Apr 1971,125 min,Mexico,,7.5
Dr. Phibes Rises Again,75000,1972,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,01 Jul 1972,89 min,UK,,6.4
Payday,760000,1973,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,09 Jun 1975,103 min,USA,,7.1
Dark Star,60000,1974,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,09 Feb 1979,83 min,USA,66.0,6.3
Sisters,500000,1973,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18 Dec 2015,118 min,USA,58.0,6.0
Emmanuelle,500000,1974,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 Dec 1974,95 min,France,,5.3
Flesh for Frankenstein,450000,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17 Mar 1974,95 min,"USA, Italy, France",,5.9
"Farewell, My Lovely",2500000,1975,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,08 Aug 1975,95 min,USA,70.0,7.1
1900,9000000,1976,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04 Nov 1977,317 min,"Italy, France, West Germany",70.0,7.7
Hollywood Boulevard,60000,1976,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25 Apr 1976,83 min,USA,,6.0
Silver Streak,6500000,1976,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03 Dec 1976,114 min,USA,41.0,6.9
High Anxiety,3400000,1977,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25 Dec 1977,94 min,USA,55.0,6.7
Sorcerer,22000000,1977,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24 Jun 1977,121 min,"USA, Mexico",68.0,7.7
Capricorn One,5000000,1977,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,02 Jun 1978,123 min,"USA, UK",38.0,6.9
The Hobbit,3000000,1977,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27 Nov 1977,90 min,"USA, Japan",,6.8
Hair,11000000,1979,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15 Mar 1979,121 min,"USA, West Germany",68.0,7.6
The In-Laws,9000000,1979,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23 May 2003,98 min,"USA, Germany, Canada",46.0,5.7
Peter-No-Tail,48740,1981,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25 Dec 1981,81 min,Sweden,,7.1
Blue Thunder,22000000,1983,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13 May 1983,109 min,USA,66.0,6.4
Lianna,300,1983,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08 Sep 1983,110 min,USA,,6.7
Rock & Rule,8000000,1983,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15 Jun 2012,123 min,USA,47.0,5.9
Rumble Fish,10000000,1983,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21 Oct 1983,94 min,USA,63.0,7.2
Twilight Zone: The Movie,10000000,1983,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,24 Jun 1983,101 min,USA,44.0,6.5
Choose Me,700000,1984,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29 Aug 1984,106 min,USA,,6.8
The Ewok Adventure,3000000,1985,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,25 Nov 1984,96 min,USA,,5.5
The Ice Pirates,9000000,1984,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16 Mar 1984,91 min,USA,44.0,5.7
Racing with the Moon,9000000,1984,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23 Mar 1984,108 min,USA,66.0,6.7
"Silent Night, Deadly Night",1065000,1984,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,09 Nov 1984,79 min,USA,31.0,5.9
Bliss,3400000,1985,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16 Mar 2007,105 min,"Turkey, Greece",71.0,7.5
Demons,1800000,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30 May 1986,88 min,Italy,,6.7
Mishima: A Life in Four Chapters,5000000,1985,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20 Sep 1985,120 min,"USA, Japan",81.0,8.0
The Quiet Earth,1000000,1985,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18 Oct 1985,91 min,New Zealand,,6.8
