Name,Year of release,Rating,Genre,imdb Url,votes,,
The Greatest Show on Earth,1952,6.6,"
Drama, Family, Romance            ",http://www.imdb.com/title/tt0044672/?ref_=adv_li_tt,"12,406",,
,,,,,,,
Il postino,1994,7.7,"
Biography, Comedy, Drama            ",http://www.imdb.com/title/tt0110877/?ref_=adv_li_tt,"32,402",,
,,,,,,,
Lenny,1974,7.6,"
Biography, Drama            ",http://www.imdb.com/title/tt0071746/?ref_=adv_li_tt,"13,984",,
,,,,,,,
Kiss of the Spider Woman,1985,7.4,"
Drama            ",http://www.imdb.com/title/tt0089424/?ref_=adv_li_tt,"13,727",,
,,,,,,,
Gigi,1958,6.7,"
Comedy, Musical, Romance            ",http://www.imdb.com/title/tt0051658/?ref_=adv_li_tt,"18,897",,
,,,,,,,
The Goodbye Girl,1977,7.4,"
Comedy, Drama, Romance            ",http://www.imdb.com/title/tt0076095/?ref_=adv_li_tt,"12,068",,
,,,,,,,
Prizzi's Honor,1985,6.7,"
Comedy, Crime, Drama            ",http://www.imdb.com/title/tt0089841/?ref_=adv_li_tt,"22,084",,
,,,,,,,
Julius Caesar,1953,7.3,"
Biography, Drama, History            ",http://www.imdb.com/title/tt0045943/?ref_=adv_li_tt,"10,010",,
,,,,,,,
Five Star Final,1931,7.3,"
Crime, Drama            ",http://www.imdb.com/title/tt0021873/?ref_=adv_li_tt,"1,709",,
,,,,,,,
The Caine Mutiny,1954,7.7,"
Drama, War            ",http://www.imdb.com/title/tt0046816/?ref_=adv_li_tt,"23,678",,
,,,,,,,
Sunrise: A Song of Two Humans,1927,8.1,"
Drama, Romance            ",http://www.imdb.com/title/tt0018455/?ref_=adv_li_tt,"45,588",,
,,,,,,,
Missing,1982,7.7,"
Biography, Drama, History            ",http://www.imdb.com/title/tt0084335/?ref_=adv_li_tt,"17,865",,
,,,,,,,
Nicholas and Alexandra,1971,7.2,"
Biography, Drama, History            ",http://www.imdb.com/title/tt0067483/?ref_=adv_li_tt,"4,218",,
,,,,,,,
You Can't Take It with You,1938,7.9,"
Comedy, Drama, Romance            ",http://www.imdb.com/title/tt0030993/?ref_=adv_li_tt,"22,437",,
,,,,,,,
The Nun's Story,1959,7.6,"
Drama            ",http://www.imdb.com/title/tt0053131/?ref_=adv_li_tt,"9,033",,
,,,,,,,
Mister Roberts,1955,7.7,"
Comedy, Drama, War            ",http://www.imdb.com/title/tt0048380/?ref_=adv_li_tt,"14,871",,
,,,,,,,
Lost Horizon,1937,7.7,"
Adventure, Drama, Fantasy            ",http://www.imdb.com/title/tt0029162/?ref_=adv_li_tt,"11,646",,
,,,,,,,
Children of a Lesser God,1986,7.2,"
Drama, Romance            ",http://www.imdb.com/title/tt0090830/?ref_=adv_li_tt,"14,488",,
,,,,,,,
Alexis Zorbas,1964,7.7,"
Comedy, Drama            ",http://www.imdb.com/title/tt0057831/?ref_=adv_li_tt,"19,933",,
,,,,,,,
Alfie,1966,7,"
Comedy, Drama            ",http://www.imdb.com/title/tt0060086/?ref_=adv_li_tt,"13,117",,
,,,,,,,
A Star Is Born,1937,7.3,"
Drama, Romance            ",http://www.imdb.com/title/tt0029606/?ref_=adv_li_tt,"8,284",,
,,,,,,,
Julia,1977,7.2,"
Drama            ",http://www.imdb.com/title/tt0076245/?ref_=adv_li_tt,"8,410",,
,,,,,,,
Tom Jones,1963,6.5,"
Adventure, Comedy, History            ",http://www.imdb.com/title/tt0057590/?ref_=adv_li_tt,"11,150",,
,,,,,,,
Yankee Doodle Dandy,1942,7.7,"
Biography, Drama, Musical            ",http://www.imdb.com/title/tt0035575/?ref_=adv_li_tt,"13,573",,
,,,,,,,
The Diary of Anne Frank,1959,7.4,"
Biography, Drama, Family            ",http://www.imdb.com/title/tt0052738/?ref_=adv_li_tt,"11,653",,
,,,,,,,
Separate Tables,1958,7.4,"
Drama, Romance            ",http://www.imdb.com/title/tt0052182/?ref_=adv_li_tt,"6,504",,
,,,,,,,
Hamlet,1948,7.6,"
Drama            ",http://www.imdb.com/title/tt0040416/?ref_=adv_li_tt,"14,718",,
,,,,,,,
Anne of the Thousand Days,1969,7.5,"
Biography, Drama, History            ",http://www.imdb.com/title/tt0064030/?ref_=adv_li_tt,"6,479",,
,,,,,,,
Wuthering Heights,1939,7.6,"
Drama, Romance            ",http://www.imdb.com/title/tt0032145/?ref_=adv_li_tt,"15,748",,
,,,,,,,
The Heiress,1949,8.2,"
Drama, Romance            ",http://www.imdb.com/title/tt0041452/?ref_=adv_li_tt,"12,708",,
,,,,,,,
La Grande Illusion,1937,8.1,"
Drama, War            ",http://www.imdb.com/title/tt0028950/?ref_=adv_li_tt,"32,834",,
,,,,,,,
Battleground,1949,7.4,"
Action, Drama, History            ",http://www.imdb.com/title/tt0041163/?ref_=adv_li_tt,"6,374",,
,,,,,,,
Mutiny on the Bounty,1935,7.7,"
Adventure, Biography, Drama            ",http://www.imdb.com/title/tt0026752/?ref_=adv_li_tt,"20,046",,
,,,,,,,
Foreign Correspondent,1940,7.5,"
Action, Romance, Thriller            ",http://www.imdb.com/title/tt0032484/?ref_=adv_li_tt,"17,583",,
,,,,,,,
For Whom the Bell Tolls,1943,6.9,"
Adventure, Drama, History            ",http://www.imdb.com/title/tt0035896/?ref_=adv_li_tt,"8,073",,
,,,,,,,
Captain Blood,1935,7.7,"
Action, Adventure            ",http://www.imdb.com/title/tt0026174/?ref_=adv_li_tt,"12,502",,
,,,,,,,
Gentleman's Agreement,1947,7.2,"
Drama, Romance            ",http://www.imdb.com/title/tt0039416/?ref_=adv_li_tt,"14,279",,
,,,,,,,
A Soldier's Story,1984,7.2,"
Crime, Drama, Mystery            ",http://www.imdb.com/title/tt0088146/?ref_=adv_li_tt,"8,497",,
,,,,,,,
The Defiant Ones,1958,7.6,"
Crime, Drama            ",http://www.imdb.com/title/tt0051525/?ref_=adv_li_tt,"12,971",,
,,,,,,,
Tender Mercies,1983,7.4,"
Drama, Music            ",http://www.imdb.com/title/tt0086423/?ref_=adv_li_tt,"8,979",,
,,,,,,,
Norma Rae,1979,7.3,"
Drama            ",http://www.imdb.com/title/tt0079638/?ref_=adv_li_tt,"9,977",,
,,,,,,,
Auntie Mame,1958,7.9,"
Comedy, Drama, Romance            ",http://www.imdb.com/title/tt0051383/?ref_=adv_li_tt,"10,003",,
,,,,,,,
42nd Street,1933,7.4,"
Comedy, Musical, Romance            ",http://www.imdb.com/title/tt0024034/?ref_=adv_li_tt,"10,283",,
,,,,,,,
The Razor's Edge,1946,7.4,"
Drama, Romance            ",http://www.imdb.com/title/tt0038873/?ref_=adv_li_tt,"5,166",,
,,,,,,,
Elmer Gantry,1960,7.8,"
Drama            ",http://www.imdb.com/title/tt0053793/?ref_=adv_li_tt,"9,892",,
,,,,,,,
The Ox-Bow Incident,1942,8,"
Drama, Western            ",http://www.imdb.com/title/tt0036244/?ref_=adv_li_tt,"20,158",,
,,,,,,,
Becket,1964,7.8,"
Biography, Drama, History            ",http://www.imdb.com/title/tt0057877/?ref_=adv_li_tt,"13,226",,
,,,,,,,
The Accidental Tourist,1988,6.8,"
Drama, Romance            ",http://www.imdb.com/title/tt0094606/?ref_=adv_li_tt,"14,357",,
,,,,,,,
Hope and Glory,1987,7.3,"
Comedy, Drama, Romance            ",http://www.imdb.com/title/tt0093209/?ref_=adv_li_tt,"12,080",,
,,,,,,,
Twelve O'Clock High,1949,7.7,"
Drama, War            ",http://www.imdb.com/title/tt0041996/?ref_=adv_li_tt,"11,867",,
,,,,,,,
Decision Before Dawn,1951,7.2,"
Drama, War            ",http://www.imdb.com/title/tt0043459/?ref_=adv_li_tt,"2,305",,
,,,,,,,
The Russians Are Coming the Russians Are Coming,1966,7.1,"
Comedy, War            ",http://www.imdb.com/title/tt0060921/?ref_=adv_li_tt,"7,644",,
,,,,,,,
Grand Hotel,1932,7.4,"
Drama, Romance            ",http://www.imdb.com/title/tt0022958/?ref_=adv_li_tt,"16,661",,
,,,,,,,
Little Women,1933,7.2,"
Drama, Family, Romance            ",http://www.imdb.com/title/tt0024264/?ref_=adv_li_tt,"6,160",,
,,,,,,,
Jezebel,1938,7.5,"
Drama, Romance            ",http://www.imdb.com/title/tt0030287/?ref_=adv_li_tt,"11,525",,
,,,,,,,
Peyton Place,1957,7.2,"
Drama, Romance            ",http://www.imdb.com/title/tt0050839/?ref_=adv_li_tt,"5,117",,
,,,,,,,
Friendly Persuasion,1956,7.3,"
Drama, Romance, War            ",http://www.imdb.com/title/tt0049233/?ref_=adv_li_tt,"6,160",,
,,,,,,,
America America,1963,7.8,"
Drama            ",http://www.imdb.com/title/tt0056825/?ref_=adv_li_tt,"4,656",,
,,,,,,,
Mr. Deeds Goes to Town,1936,7.9,"
Comedy, Drama, Romance            ",http://www.imdb.com/title/tt0027996/?ref_=adv_li_tt,"19,026",,
,,,,,,,
All the King's Men,1949,7.5,"
Drama, Film-Noir            ",http://www.imdb.com/title/tt0041113/?ref_=adv_li_tt,"12,688",,
,,,,,,,
Lilies of the Field,1963,7.6,"
Drama            ",http://www.imdb.com/title/tt0057251/?ref_=adv_li_tt,"8,691",,
,,,,,,,
Since You Went Away,1944,7.5,"
Drama, Romance, War            ",http://www.imdb.com/title/tt0037280/?ref_=adv_li_tt,"4,132",,
,,,,,,,
The Gay Divorcee,1934,7.5,"
Comedy, Musical, Romance            ",http://www.imdb.com/title/tt0025164/?ref_=adv_li_tt,"6,660",,
,,,,,,,
The Little Foxes,1941,8,"
Drama, Romance            ",http://www.imdb.com/title/tt0033836/?ref_=adv_li_tt,"9,857",,
,,,,,,,
Moulin Rouge,1952,7.1,"
Biography, Drama, Music            ",http://www.imdb.com/title/tt0044926/?ref_=adv_li_tt,"4,768",,
,,,,,,,
"Goodbye, Mr. Chips",1939,7.9,"
Drama, Romance            ",http://www.imdb.com/title/tt0031385/?ref_=adv_li_tt,"9,452",,
,,,,,,,
Utvandrarna,1971,8,"
Drama, History            ",http://www.imdb.com/title/tt0067919/?ref_=adv_li_tt,"5,326",,
,,,,,,,
The Great Ziegfeld,1936,6.7,"
Biography, Drama, Musical            ",http://www.imdb.com/title/tt0027698/?ref_=adv_li_tt,"6,920",,
,,,,,,,
An Unmarried Woman,1978,7.1,"
Comedy, Drama, Romance            ",http://www.imdb.com/title/tt0078444/?ref_=adv_li_tt,"4,355",,
,,,,,,,
Love Is a Many-Splendored Thing,1955,6.5,"
Biography, Drama, Romance            ",http://www.imdb.com/title/tt0048316/?ref_=adv_li_tt,"4,301",,
,,,,,,,
Going My Way,1944,7,"
Comedy, Drama, Music            ",http://www.imdb.com/title/tt0036872/?ref_=adv_li_tt,"10,052",,
,,,,,,,
Room at the Top,1959,7.5,"
Drama, Romance            ",http://www.imdb.com/title/tt0053226/?ref_=adv_li_tt,"5,110",,
,,,,,,,
The Country Girl,1954,7.3,"
Drama, Music            ",http://www.imdb.com/title/tt0046874/?ref_=adv_li_tt,"5,199",,
,,,,,,,
The Awful Truth,1937,7.7,"
Comedy, Romance            ",http://www.imdb.com/title/tt0028597/?ref_=adv_li_tt,"16,967",,
,,,,,,,
49th Parallel,1941,7.3,"
Drama, Thriller, War            ",http://www.imdb.com/title/tt0033627/?ref_=adv_li_tt,"5,632",,
,,,,,,,
The Letter,1940,7.6,"
Crime, Drama, Film-Noir            ",http://www.imdb.com/title/tt0032701/?ref_=adv_li_tt,"11,242",,
,,,,,,,
The Pride of the Yankees,1942,7.7,"
Biography, Drama, Romance            ",http://www.imdb.com/title/tt0035211/?ref_=adv_li_tt,"9,478",,
,,,,,,,
Heaven Can Wait,1943,7.5,"
Comedy, Drama, Fantasy            ",http://www.imdb.com/title/tt0035979/?ref_=adv_li_tt,"9,291",,
,,,,,,,
Captains Courageous,1937,8,"
Adventure, Drama, Family            ",http://www.imdb.com/title/tt0028691/?ref_=adv_li_tt,"8,354",,
,,,,,,,
Shanghai Express,1932,7.3,"
Adventure, Drama, Romance            ",http://www.imdb.com/title/tt0023458/?ref_=adv_li_tt,"7,150",,
,,,,,,,
A Letter to Three Wives,1949,7.8,"
Drama, Romance            ",http://www.imdb.com/title/tt0041587/?ref_=adv_li_tt,"8,173",,
,,,,,,,
Random Harvest,1942,8,"
Drama, Romance            ",http://www.imdb.com/title/tt0035238/?ref_=adv_li_tt,"6,661",,
,,,,,,,
Ninotchka,1939,7.9,"
Comedy, Romance            ",http://www.imdb.com/title/tt0031725/?ref_=adv_li_tt,"18,207",,
,,,,,,,
The Turning Point,1977,6.9,"
Drama, Romance            ",http://www.imdb.com/title/tt0076843/?ref_=adv_li_tt,"4,113",,
,,,,,,,
A Touch of Class,1973,6.5,"
Comedy, Romance            ",http://www.imdb.com/title/tt0070819/?ref_=adv_li_tt,"2,665",,
,,,,,,,
Ivanhoe,1952,6.8,"
Adventure, Drama, History            ",http://www.imdb.com/title/tt0044760/?ref_=adv_li_tt,"7,853",,
,,,,,,,
Dodsworth,1936,7.8,"
Drama, Romance            ",http://www.imdb.com/title/tt0027532/?ref_=adv_li_tt,"7,739",,
,,,,,,,
Father of the Bride,1950,7.2,"
Comedy, Romance            ",http://www.imdb.com/title/tt0042451/?ref_=adv_li_tt,"9,653",,
,,,,,,,
Anchors Aweigh,1945,7.1,"
Comedy, Fantasy, Music            ",http://www.imdb.com/title/tt0037514/?ref_=adv_li_tt,"7,630",,
,,,,,,,
Bound for Glory,1976,7.3,"
Biography, Drama, Music            ",http://www.imdb.com/title/tt0074235/?ref_=adv_li_tt,"4,538",,
,,,,,,,
Love Affair,1939,7.3,"
Comedy, Drama, Romance            ",http://www.imdb.com/title/tt0031593/?ref_=adv_li_tt,"4,167",,
,,,,,,,
Dark Victory,1939,7.5,"
Drama, Romance            ",http://www.imdb.com/title/tt0031210/?ref_=adv_li_tt,"9,604",,
,,,,,,,
Pygmalion,1938,7.8,"
Comedy, Drama, Romance            ",http://www.imdb.com/title/tt0030637/?ref_=adv_li_tt,"7,593",,
,,,,,,,
Of Mice and Men,1939,7.9,"
Drama            ",http://www.imdb.com/title/tt0031742/?ref_=adv_li_tt,"5,283",,
,,,,,,,
The Dresser,1983,7.6,"
Drama            ",http://www.imdb.com/title/tt0085461/?ref_=adv_li_tt,"4,618",,
,,,,,,,
The Snake Pit,1948,7.6,"
Drama, Mystery            ",http://www.imdb.com/title/tt0040806/?ref_=adv_li_tt,"6,416",,
,,,,,,,
The Yearling,1946,7.2,"
Drama, Family, Western            ",http://www.imdb.com/title/tt0039111/?ref_=adv_li_tt,"5,168",,
,,,,,,,
The Broadway Melody,1929,5.7,"
Drama, Musical, Romance            ",http://www.imdb.com/title/tt0019729/?ref_=adv_li_tt,"6,229",,
,,,,,,,
Born Yesterday,1950,7.6,"
Comedy, Drama, Romance            ",http://www.imdb.com/title/tt0042276/?ref_=adv_li_tt,"9,570",,
,,,,,,,
Imitation of Life,1934,7.5,"
Drama, Romance            ",http://www.imdb.com/title/tt0025301/?ref_=adv_li_tt,"3,962",,
,,,,,,,
In Which We Serve,1942,7.2,"
Drama, War            ",http://www.imdb.com/title/tt0034891/?ref_=adv_li_tt,"4,956",,
,,,,,,,
The Talk of the Town,1942,7.5,"
Comedy, Drama, Romance            ",http://www.imdb.com/title/tt0035417/?ref_=adv_li_tt,"7,024",,
,,,,,,,
A Farewell to Arms,1932,6.5,"
Drama, Romance, War            ",http://www.imdb.com/title/tt0022879/?ref_=adv_li_tt,"4,849",,
,,,,,,,
The Long Voyage Home,1940,7,"
Drama, War            ",http://www.imdb.com/title/tt0032728/?ref_=adv_li_tt,"3,711",,
,,,,,,,
The More the Merrier,1943,7.7,"
Comedy, Romance, War            ",http://www.imdb.com/title/tt0036172/?ref_=adv_li_tt,"5,717",,
,,,,,,,
Cimarron,1931,5.9,"
Drama, Western            ",http://www.imdb.com/title/tt0021746/?ref_=adv_li_tt,"5,200",,
,,,,,,,
Kitty Foyle,1940,7,"
Drama, Romance            ",http://www.imdb.com/title/tt0032671/?ref_=adv_li_tt,"3,036",,
,,,,,,,
The Bells of St. Mary's,1945,7.3,"
Drama            ",http://www.imdb.com/title/tt0037536/?ref_=adv_li_tt,"6,827",,
,,,,,,,
A Tale of Two Cities,1935,7.8,"
Drama, History, Romance            ",http://www.imdb.com/title/tt0027075/?ref_=adv_li_tt,"4,956",,
,,,,,,,
The Rose Tattoo,1955,7,"
Comedy, Drama, Romance            ",http://www.imdb.com/title/tt0048563/?ref_=adv_li_tt,"3,440",,
,,,,,,,
The Sundowners,1960,7.1,"
Adventure, Drama            ",http://www.imdb.com/title/tt0054353/?ref_=adv_li_tt,"3,647",,
,,,,,,,
Stage Door,1937,7.7,"
Comedy, Drama            ",http://www.imdb.com/title/tt0029604/?ref_=adv_li_tt,"7,339",,
,,,,,,,
Cleopatra,1934,6.8,"
Biography, Drama, History            ",http://www.imdb.com/title/tt0024991/?ref_=adv_li_tt,"3,265",,
,,,,,,,
I Am a Fugitive from a Chain Gang,1932,8.2,"
Crime, Drama, Film-Noir            ",http://www.imdb.com/title/tt0023042/?ref_=adv_li_tt,"11,237",,
,,,,,,,
The Private Life of Henry VIII.,1933,7.1,"
Biography, Comedy, Drama            ",http://www.imdb.com/title/tt0024473/?ref_=adv_li_tt,"3,537",,
,,,,,,,
Madame Curie,1943,7.2,"
Biography, Drama, Romance            ",http://www.imdb.com/title/tt0036126/?ref_=adv_li_tt,"2,478",,
,,,,,,,
Kings Row,1942,7.5,"
Drama, Mystery, Romance            ",http://www.imdb.com/title/tt0034946/?ref_=adv_li_tt,"3,801",,
,,,,,,,
A Thousand Clowns,1965,7.4,"
Comedy, Drama, Romance            ",http://www.imdb.com/title/tt0059798/?ref_=adv_li_tt,"3,079",,
,,,,,,,
"Rachel, Rachel",1968,7.3,"
Drama, Romance            ",http://www.imdb.com/title/tt0063483/?ref_=adv_li_tt,"2,859",,
,,,,,,,
The Bishop's Wife,1947,7.6,"
Comedy, Drama, Fantasy            ",http://www.imdb.com/title/tt0039190/?ref_=adv_li_tt,"13,492",,
,,,,,,,
Alice Adams,1935,6.9,"
Comedy, Drama, Romance            ",http://www.imdb.com/title/tt0026056/?ref_=adv_li_tt,"3,617",,
,,,,,,,
Watch on the Rhine,1943,7.3,"
Drama            ",http://www.imdb.com/title/tt0036515/?ref_=adv_li_tt,"3,741",,
,,,,,,,
"The Personal History, Adventures, Experience, & Observation of David Copperfield the Younger",1935,7.4,"
Adventure, Drama, Romance            ",http://www.imdb.com/title/tt0026266/?ref_=adv_li_tt,"3,630",,
,,,,,,,
King Solomon's Mines,1950,6.8,"
Action, Adventure, Romance            ",http://www.imdb.com/title/tt0042646/?ref_=adv_li_tt,"5,514",,
,,,,,,,
Cavalcade,1933,5.8,"
Drama, Romance, War            ",http://www.imdb.com/title/tt0023876/?ref_=adv_li_tt,"4,342",,
,,,,,,,
She Done Him Wrong,1933,6.3,"
Comedy, Drama, History            ",http://www.imdb.com/title/tt0024548/?ref_=adv_li_tt,"5,177",,
,,,,,,,
Boys Town,1938,7.3,"
Biography, Drama            ",http://www.imdb.com/title/tt0029942/?ref_=adv_li_tt,"4,963",,
,,,,,,,
The Chronicle History of King Henry the Fifth with His Battell Fought at Agincourt in France,1944,7.1,"
Biography, Drama, History            ",http://www.imdb.com/title/tt0036910/?ref_=adv_li_tt,"5,545",,
,,,,,,,
7th Heaven,1927,7.6,"
Drama, Romance            ",http://www.imdb.com/title/tt0018379/?ref_=adv_li_tt,"3,038",,
,,,,,,,
The Life of Emile Zola,1937,7.2,"
Biography, Drama            ",http://www.imdb.com/title/tt0029146/?ref_=adv_li_tt,"6,782",,
,,,,,,,
Our Town,1940,6.6,"
Drama, Romance            ",http://www.imdb.com/title/tt0032881/?ref_=adv_li_tt,"2,256",,
,,,,,,,
The Front Page,1931,6.7,"
Comedy            ",http://www.imdb.com/title/tt0021890/?ref_=adv_li_tt,"2,294",,
,,,,,,,
The Crowd,1928,8.1,"
Drama, Romance            ",http://www.imdb.com/title/tt0018806/?ref_=adv_li_tt,"7,215",,
,,,,,,,
Sounder,1972,7.5,"
Drama, Family            ",http://www.imdb.com/title/tt0069303/?ref_=adv_li_tt,"3,383",,
,,,,,,,
Here Comes Mr. Jordan,1941,7.6,"
Comedy, Fantasy, Romance            ",http://www.imdb.com/title/tt0033712/?ref_=adv_li_tt,"5,637",,
,,,,,,,
The Informer,1935,7.4,"
Crime, Drama            ",http://www.imdb.com/title/tt0026529/?ref_=adv_li_tt,"5,438",,
,,,,,,,
Libeled Lady,1936,7.9,"
Comedy, Romance            ",http://www.imdb.com/title/tt0027884/?ref_=adv_li_tt,"6,739",,
,,,,,,,
Dead End,1937,7.3,"
Crime, Drama, Film-Noir            ",http://www.imdb.com/title/tt0028773/?ref_=adv_li_tt,"5,955",,
,,,,,,,
The Champ,1931,7.3,"
Drama, Sport            ",http://www.imdb.com/title/tt0021730/?ref_=adv_li_tt,"2,636",,
,,,,,,,
Sons and Lovers,1960,7.1,"
Drama            ",http://www.imdb.com/title/tt0054326/?ref_=adv_li_tt,"1,320",,
,,,,,,,
Wake Island,1942,6.8,"
Action, Drama, War            ",http://www.imdb.com/title/tt0035530/?ref_=adv_li_tt,"1,729",,
,,,,,,,
Johnny Belinda,1948,7.7,"
Drama            ",http://www.imdb.com/title/tt0040495/?ref_=adv_li_tt,"4,120",,
,,,,,,,
Fanny,1961,6.9,"
Drama, Romance            ",http://www.imdb.com/title/tt0054866/?ref_=adv_li_tt,"1,878",,
,,,,,,,
A Midsummer Night's Dream,1935,6.9,"
Comedy, Fantasy, Romance            ",http://www.imdb.com/title/tt0026714/?ref_=adv_li_tt,"3,055",,
,,,,,,,
Romeo and Juliet,1936,6.5,"
Drama, Romance            ",http://www.imdb.com/title/tt0028203/?ref_=adv_li_tt,"1,672",,
,,,,,,,
Hold Back the Dawn,1941,7.4,"
Drama, Romance            ",http://www.imdb.com/title/tt0033722/?ref_=adv_li_tt,"1,826",,
,,,,,,,
San Francisco,1936,7.2,"
Drama, Musical, Romance            ",http://www.imdb.com/title/tt0028216/?ref_=adv_li_tt,"4,696",,
,,,,,,,
"All This, and Heaven Too",1940,7.5,"
Drama, Romance            ",http://www.imdb.com/title/tt0032194/?ref_=adv_li_tt,"4,180",,
,,,,,,,
The Big House,1930,7.1,"
Crime, Drama, Thriller            ",http://www.imdb.com/title/tt0020686/?ref_=adv_li_tt,"1,774",,
,,,,,,,
The Human Comedy,1943,7,"
Comedy, Drama, Family            ",http://www.imdb.com/title/tt0036022/?ref_=adv_li_tt,"1,779",,
,,,,,,,
Lady for a Day,1933,7.4,"
Comedy, Drama            ",http://www.imdb.com/title/tt0024240/?ref_=adv_li_tt,"3,642",,
,,,,,,,
Les Misérables,1935,7.6,"
Drama, History, Romance            ",http://www.imdb.com/title/tt0026725/?ref_=adv_li_tt,"3,230",,
,,,,,,,
In Old Chicago,1938,6.8,"
Action, Drama, Musical            ",http://www.imdb.com/title/tt0029047/?ref_=adv_li_tt,"2,025",,
,,,,,,,
Anthony Adverse,1936,6.3,"
Adventure, Drama, Romance            ",http://www.imdb.com/title/tt0027300/?ref_=adv_li_tt,"1,562",,
,,,,,,,
The Citadel,1938,7.1,"
Drama            ",http://www.imdb.com/title/tt0029995/?ref_=adv_li_tt,"1,827",,
,,,,,,,
Blossoms in the Dust,1941,6.9,"
Biography, Drama, Romance            ",http://www.imdb.com/title/tt0033407/?ref_=adv_li_tt,"1,700",,
,,,,,,,
The Divorcee,1930,6.8,"
Romance, Drama            ",http://www.imdb.com/title/tt0020827/?ref_=adv_li_tt,"2,642",,
,,,,,,,
Four Daughters,1938,6.9,"
Drama, Music, Romance            ",http://www.imdb.com/title/tt0030149/?ref_=adv_li_tt,"1,633",,
,,,,,,,
Wilson,1944,6.4,"
Biography, Drama, History            ",http://www.imdb.com/title/tt0037465/?ref_=adv_li_tt,"1,391",,
,,,,,,,
Trader Horn,1931,6.2,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt0022495/?ref_=adv_li_tt,854,,
,,,,,,,
Broadway Melody of 1936,1935,6.8,"
Musical, Romance            ",http://www.imdb.com/title/tt0026144/?ref_=adv_li_tt,"1,463",,
,,,,,,,
Test Pilot,1938,6.9,"
Drama, Romance            ",http://www.imdb.com/title/tt0030848/?ref_=adv_li_tt,"2,013",,
,,,,,,,
The Story of Louis Pasteur,1936,7.3,"
Biography, Drama, History            ",http://www.imdb.com/title/tt0028313/?ref_=adv_li_tt,"2,180",,
,,,,,,,
Ruggles of Red Gap,1935,7.6,"
Comedy, Romance            ",http://www.imdb.com/title/tt0026955/?ref_=adv_li_tt,"3,546",,
,,,,,,,
Arrowsmith,1931,6.2,"
Drama            ",http://www.imdb.com/title/tt0021622/?ref_=adv_li_tt,"1,411",,
,,,,,,,
Viva Villa!,1934,6.4,"
Biography, Western            ",http://www.imdb.com/title/tt0025948/?ref_=adv_li_tt,"1,132",,
,,,,,,,
The House of Rothschild,1934,6.6,"
Biography, Drama, History            ",http://www.imdb.com/title/tt0025272/?ref_=adv_li_tt,968,,
,,,,,,,
The Smiling Lieutenant,1931,7.2,"
Comedy, Romance, Musical            ",http://www.imdb.com/title/tt0022074/?ref_=adv_li_tt,"3,103",,
,,,,,,,
Three Smart Girls,1936,6.6,"
Comedy, Musical, Romance            ",http://www.imdb.com/title/tt0028373/?ref_=adv_li_tt,"1,190",,
,,,,,,,
The Patriot,1928,NA,"
Drama, History, Thriller            ",http://www.imdb.com/title/tt0019257/?ref_=adv_li_tt,NA,,
,,,,,,,
The Barretts of Wimpole Street,1934,7,"
Biography, Drama, Romance            ",http://www.imdb.com/title/tt0024865/?ref_=adv_li_tt,"1,547",,
,,,,,,,
The Love Parade,1929,7.1,"
Comedy, Musical, Romance            ",http://www.imdb.com/title/tt0020112/?ref_=adv_li_tt,"1,889",,
,,,,,,,
The Lives of a Bengal Lancer,1935,7.1,"
Adventure, Drama, War            ",http://www.imdb.com/title/tt0026643/?ref_=adv_li_tt,"2,501",,
,,,,,,,
Bad Girl,1931,6.5,"
Drama, Romance            ",http://www.imdb.com/title/tt0021635/?ref_=adv_li_tt,"1,041",,
,,,,,,,
Alexander's Ragtime Band,1938,6.9,"
Drama, Music, Musical            ",http://www.imdb.com/title/tt0029852/?ref_=adv_li_tt,"1,824",,
,,,,,,,
Naughty Marietta,1935,6.7,"
Drama, Musical, Romance            ",http://www.imdb.com/title/tt0026768/?ref_=adv_li_tt,"1,150",,
,,,,,,,
One Hundred Men and a Girl,1937,6.7,"
Comedy, Drama, Music            ",http://www.imdb.com/title/tt0029347/?ref_=adv_li_tt,890,,
,,,,,,,
The Pied Piper,1942,7,"
Drama, War            ",http://www.imdb.com/title/tt0035189/?ref_=adv_li_tt,453,,
,,,,,,,
Disraeli,1929,6.2,"
Biography, Drama, History            ",http://www.imdb.com/title/tt0019823/?ref_=adv_li_tt,"1,013",,
,,,,,,,
The Racket,1928,6.7,"
Crime, Drama, Film-Noir            ",http://www.imdb.com/title/tt0019304/?ref_=adv_li_tt,"1,071",,
,,,,,,,
In Old Arizona,1928,5.5,"
Action, Adventure, Romance            ",http://www.imdb.com/title/tt0020018/?ref_=adv_li_tt,879,,
,,,,,,,
Here Comes the Navy,1934,6.2,"
Comedy, Drama, Romance            ",http://www.imdb.com/title/tt0025238/?ref_=adv_li_tt,774,,
,,,,,,,
One Night of Love,1934,5.7,"
Music, Romance            ",http://www.imdb.com/title/tt0025601/?ref_=adv_li_tt,491,,
,,,,,,,
Skippy,1931,6.3,"
Comedy, Drama, Family            ",http://www.imdb.com/title/tt0022397/?ref_=adv_li_tt,656,,
,,,,,,,
One Foot in Heaven,1941,6.8,"
Biography, Drama            ",http://www.imdb.com/title/tt0033980/?ref_=adv_li_tt,"1,088",,
,,,,,,,
